;full_text;created_at;retweet_count;favorite_count;retweeted
2355;What's on the other side of a rainbow? 🌈 The #BP shipping vessel British Cirrus is about to find out! Thanks to Captain Vivek Kapoor for the 📷 https://t.co/yVyZpe1srs;Sat Jan 19 10:09:07 +0000 2019;16;66;False
2354;Upgrade in action - work underway at @BP_TandT's terminal in #GaleotaPoint which will double the size of the existing plant https://t.co/39dtabjoTy #Trinidad https://t.co/pNXpbbML0c;Sun Jan 20 15:53:07 +0000 2019;6;25;False
2353;@aziz_mbrouk  Please visit https://t.co/RoaKIEJykU for current vacancies and to apply;Mon Jan 21 09:57:07 +0000 2019;0;0;False
2352;"Our new Energy Outlook is out next month. Sign up for the live launch webcast here: https://t.co/V6qjFkWWwU &amp; vote to let us know if you are joining #BPstats";Mon Jan 21 12:48:09 +0000 2019;3;6;False
2351;RT @BP_America: Today we celebrate the legacy of Dr. Martin Luther King, Jr. We're proud to help honor his life through our support of the…;Mon Jan 21 15:43:49 +0000 2019;9;0;False
2350;Welcome #BPChargemaster! 👋⚡️🚗 https://t.co/dPR4Li9wO9;Mon Jan 21 15:56:14 +0000 2019;6;36;False
2349;"We’re helping to solve the dual challenge – more energy &amp; fewer emissions – stay tuned to find out how….  #PossibilitiesEverywhere https://t.co/kp178W9VIJ";Mon Jan 21 16:46:48 +0000 2019;10;20;False
2348;@ShahMub   We recommend contacting the BP Registrar. You can contact them by email at mybpshares@linkgroup.co.uk or by telephone 0800 701 107 (UK) or +44 371 277 1014 (overseas number);Tue Jan 22 07:59:09 +0000 2019;0;0;False
2347;We see #possibilitieseverywhere to help the world transition to a low carbon future: https://t.co/BIqLRQ9tMe https://t.co/Ilscm9LhV0;Tue Jan 22 08:22:21 +0000 2019;28;190;False
2346;"@mark_johnston   We are working to make all forms of energy cleaner &amp; better. From renewable energy &amp; cleaner-burning natural gas to advanced fuels &amp; new low carbon businesses. Visit https://t.co/Jt29E3TLum to learn more about our transition to a low carbon future";Tue Jan 22 10:38:27 +0000 2019;0;2;False
2345;#NAME?;Tue Jan 22 10:39:04 +0000 2019;0;0;False
2344;"@dave0dave0   Our portfolio spans an array of activities - solar, wind, biofuels, oil &amp; gas. All forms of energy need to be cleaner &amp; better to tackle the dual challenge. Please visit  https://t.co/Jt29E3TLum to learn more";Tue Jan 22 10:42:47 +0000 2019;0;0;False
2343;@markwilsonit @Roadchef Hi Mark. Thank you for bringing this to our attention. We're really sorry about the state of the toilets. We've passed it on to our Customer Careline Team who will get in touch with the site to get it sorted out. Thanks ^AW;Tue Jan 22 11:52:17 +0000 2019;0;1;False
2342;RT @MorrellGeoff: (1/3) Today’s the day we launch #BP ‘s 1st intl ad campaign in +10 yrs, illustrating our commitment to helping meet the d…;Tue Jan 22 14:22:55 +0000 2019;12;0;False
2341;"@ArtNotOil @EverydayDenial @BusinessDesk @350Europe We are committed to playing our part to reduce emissions &amp; transition to a low carbon future. Our portfolio spans an array of activities - solar, wind, biofuels, oil &amp; gas – all of which are included in the campaign. 1/2";Tue Jan 22 14:45:53 +0000 2019;0;0;False
2340;"@ArtNotOil @EverydayDenial @BusinessDesk @350Europe All forms of energy need to be cleaner &amp; better. Visit https://t.co/BIqLRPRSUG for more 2/2";Tue Jan 22 14:46:04 +0000 2019;0;0;False
2339;"We're working on cleaner &amp; better options for all kinds of cars. We see #PossibilitiesEverywhere https://t.co/NcMVEXy13L https://t.co/piPpvywCvG";Tue Jan 22 16:11:08 +0000 2019;27;300;False
2338;"@planetkooler Thanks for your interest. A huge amount of work is going into reducing BP’s emissions &amp; all our businesses are contributing to it – read in our AET report https://t.co/hwalQXgtyE about what we’re doing under our RIC frame – Reduce, Improve, Create – ½";Tue Jan 22 16:37:47 +0000 2019;0;1;False
2337;"@planetkooler &amp; our support for carbon pricing, which has a role to play in helping to meet the objectives of the Paris Agreement. And don’t forget that natural gas burns around 50% cleaner than coal, so switching from coal to gas in the power sector can make a major difference";Tue Jan 22 16:37:56 +0000 2019;0;1;False
2336;#NAME?;Wed Jan 23 07:23:58 +0000 2019;0;0;False
2335;@DonicaKennon We're very sorry to hear about this experience. We'd appreciate if you could reach out to us at bpconsumer@bp.com or 1-800-333-3991 with any details you have, including the site address you mentioned.;Wed Jan 23 07:24:13 +0000 2019;0;0;False
2334;"We keep the power flowing &amp; the lights shining no matter the forecast https://t.co/NcMVEXPCsl #PossibilitiesEverywhere https://t.co/hQwjHIgTWx";Wed Jan 23 08:22:23 +0000 2019;10;141;False
2333;"@aandywilson1   Our portfolio spans an array of activities - solar, wind, biofuels, oil &amp; gas. All forms of energy need to be cleaner &amp; better to tackle the dual challenge. Please visit https://t.co/BIqLRPRSUG to learn more";Wed Jan 23 09:37:09 +0000 2019;0;1;False
2332;@hamster893 Hi Dave. There are a variety of factors, such as supply chain, location, competition etc. that all go into setting fuel prices. As these vary, so do the prices. Thanks ^AW;Wed Jan 23 09:46:28 +0000 2019;0;0;False
2331;@TymekTymoteusz Hi Tim. Please email our Customer Careline Team at careline@bp.com and they'll take a look into it for you. Thanks ^AW;Wed Jan 23 09:55:34 +0000 2019;0;0;False
2330;@SarabjeetKaley @costcutter Hi Sarabjeet. Thank you for bringing this to our attention, we've passed it on to our Customer Careline Team who will get it sorted. Thanks ^AW;Wed Jan 23 09:59:12 +0000 2019;0;0;False
2329;"@hab31 Hi Lee, unfortunately we have made the decision to stop selling LPG on our forecourts, though some of our dealers may still offer this fuel. Can i suggest you look on this website to help find LPG locally to you: https://t.co/Lh0ETOyrCe
Kind regards
MJ";Wed Jan 23 10:27:52 +0000 2019;0;0;False
2328;@AndyHar99612377 @electricvehcle Hi Andy, we will be deploying 150kW rapid chargers on BP forecourts, which can deliver a rate of charge at 3x the current industry standard. With this technology, we would expect electric vehicles to be able to be charged at a rate of up to 100 miles of range in about 10 minutes;Wed Jan 23 10:37:25 +0000 2019;0;0;False
2327;#NAME?;Wed Jan 23 11:08:40 +0000 2019;0;0;False
2326;From renewables to natural gas, advanced fuels to low carbon businesses, we’re working to make energy cleaner and better   https://t.co/NcMVEXy13L  #PossibilitiesEverywhere https://t.co/QF6PH56lO1;Wed Jan 23 13:08:21 +0000 2019;29;199;False
2325;"@Gary1165 Thanks for your comment Gary,   
BP like any business reviews our prices of product day by day based on a variety of factors. If you’d like more info on petrol pricing in the United Kingdom please visit this independent website: https://t.co/jOl4bFISh7";Wed Jan 23 13:39:27 +0000 2019;0;1;False
2324;"@Intbel   Our portfolio spans an array of activities - solar, wind, biofuels, oil &amp; gas. All forms of energy need to be cleaner &amp; better to tackle the dual challenge. Please visit https://t.co/BIqLRQ9tMe to learn more";Wed Jan 23 13:44:28 +0000 2019;0;0;False
2323;"@Azrael_Waits  We’re playing a part in tackling the dual challenge by bringing people together, forming new partnerships &amp; making investments in a wide variety of low carbon businesses. Learn more: https://t.co/BIqLRQ9tMe";Wed Jan 23 14:01:36 +0000 2019;0;1;False
2322;"@Azrael_Waits Our near-term plan will see us allocate at least $500 million a year to develop low carbon businesses &amp; nurture low carbon technology &amp; we are prepared to spend more as we see options that are scalable. ½";Wed Jan 23 16:53:45 +0000 2019;0;2;False
2321;"@Azrael_Waits Currently, we own interests in 11 wind farms across 8 states in the US &amp; own 43% of Europe’s largest solar company, among other innovative investments. The world needs oil and gas &amp; alternative forms of energy to grow &amp; prosper. And both need to be done well.";Wed Jan 23 16:54:14 +0000 2019;0;1;False
2320;@TheRealClose Hi Ben, you can remove the card and reload a new payment card and set up a new passcode.;Thu Jan 24 02:28:34 +0000 2019;0;0;False
2319;We see #PossibilitiesEverywhere - renewables are just the start:  https://t.co/BIqLRQ9tMe https://t.co/N3Vg1KlIY8;Thu Jan 24 08:53:10 +0000 2019;9;23;False
2318;RT @BP_Press: #BP Ventures invests in PowerShare, one of #China’s leading #electricvehicle charging platforms: https://t.co/UpmeGKkqG2 #EVs…;Thu Jan 24 09:15:23 +0000 2019;11;0;False
2317;"@Gary1165 Hi Gary,   
There are numerous elements making the price of a litre of petrol or diesel:  
a) Government duty and tax (66%)
b) The cost of petrol and diesel on the open market - (28%)
c) The costs and profit of the wholesaler &amp; retailer - Retail/Ex-Refinery spread (6%)";Thu Jan 24 10:00:26 +0000 2019;0;1;False
2316;"@Gary1165 The independant website https://t.co/jOl4bFISh7 has all the information about fuel pricing in the UK. Its worth a look. cheers
MJ";Thu Jan 24 10:01:37 +0000 2019;0;0;False
2315;@markwilsonit Hi Mark,thank you for letting us know, this is clearly not what we would expect. Your complaint has been forwarded to the management of the site.If you would like a feedback from them, please kindly send us your email address to careline@bp.com REF-1-7385424514.;Fri Jan 25 09:48:58 +0000 2019;0;1;False
2314;"It’s how we are finding ways to deliver energy that’s cleaner &amp; better. Learn more here: https://t.co/BIqLRPRSUG https://t.co/It73eDqy4x";Fri Jan 25 15:09:11 +0000 2019;16;114;False
2313;@SarabjeetKaley I'm really sorry to hear this but thank you so much for letting us know. May I please ask for an exact date and time of your visit and also your email address so we can discuss this further under case reference1-7386312971? Many thanks in advance. David.;Fri Jan 25 20:19:06 +0000 2019;0;0;False
2312;"Can a banana be more than a banana? BP &amp; @FulcrumBio think so. We’re turning household garbage into jet fuel: https://t.co/BIqLRQ9tMe https://t.co/1QR77wlc26";Sat Jan 26 14:26:21 +0000 2019;14;31;False
2311;Our natural gas is a smart partner to renewable energy: https://t.co/BIqLRQ9tMe #PossibilitiesEverywhere #NatGas https://t.co/VsDc9A7t4L;Sun Jan 27 09:38:23 +0000 2019;20;133;False
2310;Meet Sandy – the #AI platform unlocking critical data for our engineers in partnership with Belmont Technology  https://t.co/bsntIIyGnW https://t.co/GzjmtUMWl9;Mon Jan 28 07:20:47 +0000 2019;13;29;False
2309;"@UHDDreamer  Hello, our portfolio spans an array of activities - solar, wind, biofuels, oil &amp; gas - all of which are included in the campaign. Please visit https://t.co/NIh3hEZ2Ga to learn more";Mon Jan 28 09:41:55 +0000 2019;0;0;False
2308;"@bospec Good morning.,  we're working to make all forms of energy cleaner &amp; better. Our portfolio spans an array of activities - solar, wind, biofuels, oil &amp; gas. - all of which are needed to tackle the dual challenge.  Visit https://t.co/1D7JD4bPXq  to learn more";Mon Jan 28 09:48:44 +0000 2019;0;0;False
2307;#NAME?;Mon Jan 28 09:50:25 +0000 2019;0;0;False
2306;"@sulaAlice  Hi Sue, through BP Chargemaster, we're looking to provide fast &amp; convenient charging to support the successful adoption of EVs.";Mon Jan 28 13:40:11 +0000 2019;0;1;False
2305;@Gamma239 Thanks for your interest. Last year we we partnered with Telsa to install a high-storage battery at our Titan 1 wind farm in South Dakota, US. This project was the fist of its kind in our US-operated wind business.;Mon Jan 28 19:07:15 +0000 2019;0;1;False
2304;@Soothsa04931408 the stat you mention refers to wind turbines and we were referring to wind farms. Our wind farms have a gross generating capacity of approximately 1,800 megawatts. That’s enough electricity to power all the homes in a city the size of Dallas.;Mon Jan 28 19:24:38 +0000 2019;0;0;False
2303;RT @APowerAlliance: Few companies highlight the complementary nature of #renewables and #naturalgas better than our friends, and @APowerAll…;Tue Jan 29 06:38:55 +0000 2019;4;0;False
2302;RT @BP_Press: #BP enters Shandong, #China with new-look retail station offering a new refuelling experience, including fast charging for #E…;Tue Jan 29 08:53:23 +0000 2019;12;0;False
2301;@Keynko Hi there, it sounds like something hasn’t happened as it should, so thanks for letting us know and giving us the chance to fix it. Please could you let us know which site this was at? We've asked our teams to look into this.  You can get in touch at careline@bp.com. ^CF;Tue Jan 29 09:32:20 +0000 2019;0;0;False
2300;"@darren_cullen @dave0dave0 Hi Darren, our portfolio spans an array of activities - solar, wind, biofuels, oil &amp; gas. No company can solve the dual challenge alone. It needs to be a collaborative effort &amp; 1/2";Tue Jan 29 10:31:02 +0000 2019;0;0;False
2299;#NAME?;Tue Jan 29 10:31:14 +0000 2019;0;0;False
2298;#NAME?;Tue Jan 29 10:33:04 +0000 2019;0;0;False
2297;"@RBrulle Hi Robert, our portfolio spans an array of activities - solar, wind, biofuels, oil &amp; gas. All forms of energy need to be cleaner &amp; better to tackle the dual challenge. We phased out Beyond Petroleum in 2010 &amp; have not replaced it until now. ½";Tue Jan 29 10:34:13 +0000 2019;0;0;False
2296;"@RBrulle #KeepAdvancing is shorthand for our purpose – to provide the heat, light &amp; mobility that can help advance human progress";Tue Jan 29 10:34:26 +0000 2019;0;1;False
2295;@andyob1974 Hi Andy!Thank you for bringing this to our attention. I would be happy to look into this and if you wish to receive some feedback please kindly provide us your email address, so we can contact you afterwards. Your case ref 1-7399211046 Kind regards Careline Team;Tue Jan 29 12:50:09 +0000 2019;0;0;False
2294;"From renewables to natural gas, advanced fuels to low carbon businesses, we’re working to make energy cleaner &amp; better. Learn more: https://t.co/NcMVEXy13L https://t.co/3qKjipFoqD";Tue Jan 29 14:26:24 +0000 2019;5;22;False
2293;"@tomkiss Hi Tom, renewables are important – but only part of the story. Other sources of energy (like oil &amp; gas) will be necessary to meet growing global demand. What we’re doing is looking to make energy cleaner, better &amp; lower carbon. 1/2";Tue Jan 29 14:48:14 +0000 2019;0;0;False
2292;@tomkiss For example, we see possibilities in natural gas, the smart partner to renewables that burns 50% cleaner than coal in power generation. Visit https://t.co/BvC4BGbdBR for more information;Tue Jan 29 14:48:41 +0000 2019;0;0;False
2291;"@RBrulle We do have a strong and growing renewables business, including solar, wind &amp; biofuels, but meeting the Paris goals is not a race to renewables - it’s a race to lower emissions. 1/3";Tue Jan 29 19:03:47 +0000 2019;0;0;False
2290;"@RBrulle So while creating lower carbon businesses is important, we also need to produce all types of energy more efficiently. That means making them cleaner, better &amp; lower carbon. We are working hard on doing that across the whole business – upstream &amp; downstream. 2/3";Tue Jan 29 19:04:14 +0000 2019;0;0;False
